Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 38794,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,10-06-2018 20:30,Variant 1,1,complete,ADMINISTRATION,st_step 38802_0,Variant 1,1,Fluxicon Disco,travel permit number 38793,organizational unit 65458,121.7179783,travel permit 38792,121.7179783,project 3431,121.7179783,UNKNOWN,declaration number 38795,119.4484268,travel permit number 38793,declaration 38794,budget 145176,budget 475,121.7179783,task 427,travel permit 38792,No
declaration 38806,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-06-2018 11:30,Variant 1,1,complete,EMPLOYEE,st_step 38815_0,Variant 1,1,Fluxicon Disco,travel permit number 38805,organizational unit 65469,107.8179232,travel permit 38804,107.8179232,UNKNOWN,107.8179232,UNKNOWN,declaration number 38807,235.4844283,travel permit number 38805,declaration 38806,budget 146692,budget 980,107.8179232,UNKNOWN,travel permit 38804,No
declaration 38806,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-06-2018 11:35,Variant 1,1,complete,ADMINISTRATION,st_step 38813_0,Variant 1,1,Fluxicon Disco,travel permit number 38805,organizational unit 65469,107.8179232,travel permit 38804,107.8179232,UNKNOWN,107.8179232,UNKNOWN,declaration number 38807,235.4844283,travel permit number 38805,declaration 38806,budget 146692,budget 980,107.8179232,UNKNOWN,travel permit 38804,No
declaration 36792,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,23-07-2018 10:22,Variant 1,1,complete,EMPLOYEE,st_step 36801_0,Variant 1,1,Fluxicon Disco,travel permit number 36791,organizational unit 65454,1037.43132,travel permit 36790,1037.43132,project 18996,1037.43132,UNKNOWN,declaration number 36793,388.9941454,travel permit number 36791,declaration 36792,budget 145044,budget 1027,1037.43132,task 427,travel permit 36790,No
declaration 36792,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,23-07-2018 10:37,Variant 1,1,complete,ADMINISTRATION,st_step 36798_0,Variant 1,1,Fluxicon Disco,travel permit number 36791,organizational unit 65454,1037.43132,travel permit 36790,1037.43132,project 18996,1037.43132,UNKNOWN,declaration number 36793,388.9941454,travel permit number 36791,declaration 36792,budget 145044,budget 1027,1037.43132,task 427,travel permit 36790,No
declaration 36804,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-06-2018 10:01,Variant 1,1,complete,EMPLOYEE,st_step 36810_0,Variant 1,1,Fluxicon Disco,travel permit number 36803,organizational unit 65460,437.7891749,travel permit 36802,437.7891749,UNKNOWN,437.7891749,UNKNOWN,declaration number 36805,710.5094862,travel permit number 36803,declaration 36804,budget 146701,budget 1469,437.7891749,UNKNOWN,travel permit 36802,No
declaration 36804,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-06-2018 10:32,Variant 1,1,complete,ADMINISTRATION,st_step 36809_0,Variant 1,1,Fluxicon Disco,travel permit number 36803,organizational unit 65460,437.7891749,travel permit 36802,437.7891749,UNKNOWN,437.7891749,UNKNOWN,declaration number 36805,710.5094862,travel permit number 36803,declaration 36804,budget 146701,budget 1469,437.7891749,UNKNOWN,travel permit 36802,No
declaration 21756,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-10-2018 13:59,Variant 1,1,complete,EMPLOYEE,st_step 21767_0,Variant 1,1,Fluxicon Disco,travel permit number 21753,organizational unit 65460,911.457637,travel permit 21752,911.457637,UNKNOWN,911.457637,UNKNOWN,declaration number 21757,1229.135223,travel permit number 21753,declaration 21756,budget 146846,budget 2308,911.457637,UNKNOWN,travel permit 21752,No
declaration 21756,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,06-10-2018 12:21,Variant 1,1,complete,ADMINISTRATION,st_step 21769_0,Variant 1,1,Fluxicon Disco,travel permit number 21753,organizational unit 65460,911.457637,travel permit 21752,911.457637,UNKNOWN,911.457637,UNKNOWN,declaration number 21757,1229.135223,travel permit number 21753,declaration 21756,budget 146846,budget 2308,911.457637,UNKNOWN,travel permit 21752,No
declaration 38415,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31-05-2018 16:55,Variant 1,1,complete,EMPLOYEE,st_step 38424_0,Variant 1,1,Fluxicon Disco,travel permit number 38414,organizational unit 65456,143.0468334,travel permit 38413,143.0468334,project 1253,143.0468334,UNKNOWN,declaration number 38416,189.3622225,travel permit number 38414,declaration 38415,budget 146852,budget 522,143.0468334,task 427,travel permit 38413,No
declaration 38415,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,31-05-2018 17:09,Variant 1,1,complete,ADMINISTRATION,st_step 38421_0,Variant 1,1,Fluxicon Disco,travel permit number 38414,organizational unit 65456,143.0468334,travel permit 38413,143.0468334,project 1253,143.0468334,UNKNOWN,declaration number 38416,189.3622225,travel permit number 38414,declaration 38415,budget 146852,budget 522,143.0468334,task 427,travel permit 38413,No
declaration 21795,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31-05-2018 13:05,Variant 1,1,complete,EMPLOYEE,st_step 21802_0,Variant 1,1,Fluxicon Disco,travel permit number 21793,organizational unit 65457,380.3687597,travel permit 21792,380.3687597,project 21794,380.3687597,UNKNOWN,declaration number 21796,536.3443194,travel permit number 21793,declaration 21795,budget 146839,budget 673,380.3687597,task 427,travel permit 21792,No
declaration 21795,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,31-05-2018 13:10,Variant 1,1,complete,ADMINISTRATION,st_step 21801_0,Variant 1,1,Fluxicon Disco,travel permit number 21793,organizational unit 65457,380.3687597,travel permit 21792,380.3687597,project 21794,380.3687597,UNKNOWN,declaration number 21796,536.3443194,travel permit number 21793,declaration 21795,budget 146839,budget 673,380.3687597,task 427,travel permit 21792,No
declaration 52099,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,09-07-2018 14:40,Variant 1,1,complete,EMPLOYEE,st_step 52107_0,Variant 1,1,Fluxicon Disco,travel permit number 52096,organizational unit 65460,718.7157082,travel permit 52095,718.7157082,project 12323,718.7157082,UNKNOWN,declaration number 52100,1725.989593,travel permit number 52096,declaration 52099,budget 147000,budget 10229,718.7157082,task 427,travel permit 52095,No
declaration 52099,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,09-07-2018 15:02,Variant 1,1,complete,ADMINISTRATION,st_step 52108_0,Variant 1,1,Fluxicon Disco,travel permit number 52096,organizational unit 65460,718.7157082,travel permit 52095,718.7157082,project 12323,718.7157082,UNKNOWN,declaration number 52100,1725.989593,travel permit number 52096,declaration 52099,budget 147000,budget 10229,718.7157082,task 427,travel permit 52095,No
declaration 47120,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,15-10-2018 16:08,Variant 1,1,complete,EMPLOYEE,st_step 47126_0,Variant 1,1,Fluxicon Disco,travel permit number 47119,organizational unit 65459,927.3881644,travel permit 47118,927.3881644,project 38836,927.3881644,UNKNOWN,declaration number 47121,869.3415086,travel permit number 47119,declaration 47120,budget 147438,budget 2440,927.3881644,task 427,travel permit 47118,No
declaration 47120,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,18-10-2018 12:09,Variant 1,1,complete,ADMINISTRATION,st_step 47125_0,Variant 1,1,Fluxicon Disco,travel permit number 47119,organizational unit 65459,927.3881644,travel permit 47118,927.3881644,project 38836,927.3881644,UNKNOWN,declaration number 47121,869.3415086,travel permit number 47119,declaration 47120,budget 147438,budget 2440,927.3881644,task 427,travel permit 47118,No
declaration 38840,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-10-2018 13:03,Variant 1,1,complete,EMPLOYEE,st_step 38848_0,Variant 1,1,Fluxicon Disco,travel permit number 38835,organizational unit 65459,294.033508,travel permit 38834,294.033508,project 38836,294.033508,UNKNOWN,declaration number 38841,1504.786077,travel permit number 38835,declaration 38840,budget 147438,budget 2440,294.033508,task 427,travel permit 38834,No
declaration 38840,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,15-10-2018 11:32,Variant 1,1,complete,ADMINISTRATION,st_step 38850_0,Variant 1,1,Fluxicon Disco,travel permit number 38835,organizational unit 65459,294.033508,travel permit 38834,294.033508,project 38836,294.033508,UNKNOWN,declaration number 38841,1504.786077,travel permit number 38835,declaration 38840,budget 147438,budget 2440,294.033508,task 427,travel permit 38834,No
declaration 15830,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-06-2018 09:40,Variant 1,1,complete,EMPLOYEE,st_step 15835_0,Variant 1,1,Fluxicon Disco,travel permit number 15829,organizational unit 65456,341.418917,travel permit 15828,341.418917,project 4744,341.418917,UNKNOWN,declaration number 15831,1930.840048,travel permit number 15829,declaration 15830,budget 146690,budget 565,341.418917,task 427,travel permit 15828,No
declaration 15830,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-06-2018 10:16,Variant 1,1,complete,ADMINISTRATION,st_step 15837_0,Variant 1,1,Fluxicon Disco,travel permit number 15829,organizational unit 65456,341.418917,travel permit 15828,341.418917,project 4744,341.418917,UNKNOWN,declaration number 15831,1930.840048,travel permit number 15829,declaration 15830,budget 146690,budget 565,341.418917,task 427,travel permit 15828,No
declaration 47148,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,09-09-2018 19:49,Variant 1,1,complete,EMPLOYEE,st_step 47158_0,Variant 1,1,Fluxicon Disco,travel permit number 47145,organizational unit 65457,245.19642,travel permit 47144,245.19642,UNKNOWN,245.19642,UNKNOWN,declaration number 47149,1272.729839,travel permit number 47145,declaration 47148,budget 146846,budget 4444,245.19642,UNKNOWN,travel permit 47144,No
declaration 47148,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,10-09-2018 09:53,Variant 1,1,complete,ADMINISTRATION,st_step 47156_0,Variant 1,1,Fluxicon Disco,travel permit number 47145,organizational unit 65457,245.19642,travel permit 47144,245.19642,UNKNOWN,245.19642,UNKNOWN,declaration number 47149,1272.729839,travel permit number 47145,declaration 47148,budget 146846,budget 4444,245.19642,UNKNOWN,travel permit 47144,No
declaration 38466,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,18-06-2018 15:27,Variant 1,1,complete,EMPLOYEE,st_step 38472_0,Variant 1,1,Fluxicon Disco,travel permit number 38465,organizational unit 65456,1579.072004,travel permit 38464,1579.072004,project 12475,1579.072004,UNKNOWN,declaration number 38467,1135.138395,travel permit number 38465,declaration 38466,budget 146697,budget 1969,1579.072004,task 427,travel permit 38464,No
declaration 38466,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,18-06-2018 15:49,Variant 1,1,complete,ADMINISTRATION,st_step 38473_0,Variant 1,1,Fluxicon Disco,travel permit number 38465,organizational unit 65456,1579.072004,travel permit 38464,1579.072004,project 12475,1579.072004,UNKNOWN,declaration number 38467,1135.138395,travel permit number 38465,declaration 38466,budget 146697,budget 1969,1579.072004,task 427,travel permit 38464,No
declaration 38500,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,21-06-2018 11:47,Variant 1,1,complete,EMPLOYEE,st_step 38506_0,Variant 1,1,Fluxicon Disco,travel permit number 38498,organizational unit 65456,1440.62598,travel permit 38497,1440.62598,project 38499,1440.62598,UNKNOWN,declaration number 38501,916.0243864,travel permit number 38498,declaration 38500,budget 146697,budget 1969,1440.62598,task 427,travel permit 38497,No
declaration 38500,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,21-06-2018 11:59,Variant 1,1,complete,ADMINISTRATION,st_step 38508_0,Variant 1,1,Fluxicon Disco,travel permit number 38498,organizational unit 65456,1440.62598,travel permit 38497,1440.62598,project 38499,1440.62598,UNKNOWN,declaration number 38501,916.0243864,travel permit number 38498,declaration 38500,budget 146697,budget 1969,1440.62598,task 427,travel permit 38497,No
declaration 39955,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,22-08-2018 17:06,Variant 1,1,complete,EMPLOYEE,st_step 39962_0,Variant 1,1,Fluxicon Disco,travel permit number 39954,organizational unit 65464,697.4607981,travel permit 39953,697.4607981,project 14971,697.4607981,UNKNOWN,declaration number 39956,812.3259952,travel permit number 39954,declaration 39955,budget 146751,budget 1898,697.4607981,task 427,travel permit 39953,No
declaration 39955,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,22-08-2018 17:28,Variant 1,1,complete,ADMINISTRATION,st_step 39961_0,Variant 1,1,Fluxicon Disco,travel permit number 39954,organizational unit 65464,697.4607981,travel permit 39953,697.4607981,project 14971,697.4607981,UNKNOWN,declaration number 39956,812.3259952,travel permit number 39954,declaration 39955,budget 146751,budget 1898,697.4607981,task 427,travel permit 39953,No
declaration 27556,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-08-2018 15:02,Variant 1,1,complete,EMPLOYEE,st_step 27563_0,Variant 1,1,Fluxicon Disco,travel permit number 27554,organizational unit 65464,828.5173854,travel permit 27553,828.5173854,project 27555,828.5173854,UNKNOWN,declaration number 27557,1130.875474,travel permit number 27554,declaration 27556,budget 146751,budget 1898,828.5173854,task 427,travel permit 27553,No
declaration 27556,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,23-08-2018 11:32,Variant 1,1,complete,ADMINISTRATION,st_step 27562_0,Variant 1,1,Fluxicon Disco,travel permit number 27554,organizational unit 65464,828.5173854,travel permit 27553,828.5173854,project 27555,828.5173854,UNKNOWN,declaration number 27557,1130.875474,travel permit number 27554,declaration 27556,budget 146751,budget 1898,828.5173854,task 427,travel permit 27553,No
declaration 21807,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,06-08-2018 10:57,Variant 1,1,complete,EMPLOYEE,st_step 21814_0,Variant 1,1,Fluxicon Disco,travel permit number 21806,organizational unit 65460,1784.954132,travel permit 21805,1784.954132,UNKNOWN,1784.954132,UNKNOWN,declaration number 21808,4458.806449,travel permit number 21806,declaration 21807,budget 146676,budget 10229,1784.954132,UNKNOWN,travel permit 21805,No
declaration 21807,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,06-08-2018 11:04,Variant 1,1,complete,ADMINISTRATION,st_step 21812_0,Variant 1,1,Fluxicon Disco,travel permit number 21806,organizational unit 65460,1784.954132,travel permit 21805,1784.954132,UNKNOWN,1784.954132,UNKNOWN,declaration number 21808,4458.806449,travel permit number 21806,declaration 21807,budget 146676,budget 10229,1784.954132,UNKNOWN,travel permit 21805,No
declaration 36814,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-07-2018 15:07,Variant 1,1,complete,EMPLOYEE,st_step 36821_0,Variant 1,1,Fluxicon Disco,travel permit number 36813,organizational unit 65456,923.8037424,travel permit 36812,923.8037424,project 22175,923.8037424,UNKNOWN,declaration number 36815,971.6549969,travel permit number 36813,declaration 36814,budget 146681,budget 829,923.8037424,task 427,travel permit 36812,No
declaration 36814,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-07-2018 15:53,Variant 1,1,complete,ADMINISTRATION,st_step 36819_0,Variant 1,1,Fluxicon Disco,travel permit number 36813,organizational unit 65456,923.8037424,travel permit 36812,923.8037424,project 22175,923.8037424,UNKNOWN,declaration number 36815,971.6549969,travel permit number 36813,declaration 36814,budget 146681,budget 829,923.8037424,task 427,travel permit 36812,No
declaration 37555,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-07-2018 10:10,Variant 1,1,complete,EMPLOYEE,st_step 37560_0,Variant 1,1,Fluxicon Disco,travel permit number 37554,organizational unit 65464,263.0493212,travel permit 37553,263.0493212,project 3961,263.0493212,UNKNOWN,declaration number 37556,586.779166,travel permit number 37554,declaration 37555,budget 146701,budget 3960,263.0493212,task 427,travel permit 37553,No
declaration 37555,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-07-2018 10:21,Variant 1,1,complete,ADMINISTRATION,st_step 37561_0,Variant 1,1,Fluxicon Disco,travel permit number 37554,organizational unit 65464,263.0493212,travel permit 37553,263.0493212,project 3961,263.0493212,UNKNOWN,declaration number 37556,586.779166,travel permit number 37554,declaration 37555,budget 146701,budget 3960,263.0493212,task 427,travel permit 37553,No
declaration 40299,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,04-10-2018 22:50,Variant 1,1,complete,EMPLOYEE,st_step 40312_0,Variant 1,1,Fluxicon Disco,travel permit number 40296,organizational unit 65459,1396.671999,travel permit 40295,1396.671999,project 27082,1396.671999,UNKNOWN,declaration number 40300,1194.848224,travel permit number 40296,declaration 40299,budget 146819,budget 488,1396.671999,task 427,travel permit 40295,No
declaration 40299,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-10-2018 16:32,Variant 1,1,complete,ADMINISTRATION,st_step 40311_0,Variant 1,1,Fluxicon Disco,travel permit number 40296,organizational unit 65459,1396.671999,travel permit 40295,1396.671999,project 27082,1396.671999,UNKNOWN,declaration number 40300,1194.848224,travel permit number 40296,declaration 40299,budget 146819,budget 488,1396.671999,task 427,travel permit 40295,No
declaration 37571,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,24-07-2018 12:26,Variant 1,1,complete,EMPLOYEE,st_step 37592_0,Variant 1,1,Fluxicon Disco,travel permit number 37564,organizational unit 65457,407.3410751,travel permit 37563,407.3410751,project 19312,407.3410751,UNKNOWN,declaration number 37572,785.3518541,travel permit number 37564,declaration 37571,budget 146778,budget 4444,407.3410751,task 427,travel permit 37563,No
